"MEMBER.ID"	"MEMBER.TYPE"	"MARKETING.ROLE"	"MEMBER.SINCE.DATE"	"EXPIRATION.DATE"	"STATUS"	"MARKETINGPOWER.STATUS"	"PREFIX"	"SUFFIX"	"ADDRESS.CHANGE.DATE"	"COMMUNICATION.CHANGE.DATE"	"ALLOW.EMAIL.FLAG"	"COMPANY.NAME"	"JOB.TITLE"	"PRIMARY.ADDRESS.TYPE"	"PRIMARY.CITY"	"PRIMARY.STATE"	"PRIMARY.POSTAL.CODE"	"PRIMARY.COUNTRY"	"PRIMARY.PHONE.LOCATION"	"ALLOW.PHONE.CALLS"	"SECONDARY.ADDRESS.TYPE"	"SECONDARY.CITY"	"SECONDARY.STATE"	"SECONDARY.POSTAL.CODE"	"SECONDARY.COUNTRY"	"GROUP"	"MARKETING.RESPONSIBILITY"	"STUDENT.GRADUATION.DATE"	"HIGHEST.DEGREE"	"YEARS.IN.MARKETING"	"JOB.TITLE.CATEGORY"	"INDUSTRY"	"COMPANY.SALES.REVENUE"	"COMPANY.SIZE"	"RESPONSIBILITY.TYPE"	"YEARS.EMPLOYED.AT.COMPANY"	"AGE.CATEGORY"	"NUMBER.OF.OTHER.ASSOCS"	"PAID.BY.COMPANY"	"PRIMARY.TOPIC.AREA"	"SECONDARY.TOPIC.AREA"	"TERTIARY.TOPIC.AREA"	"DATE.LAST.MODIFIED"	"DATE.PULLED"	"MEMBER.FOCUS"	"AUTO.RENEWAL"	"MARKET.CODE"	"RENEW"
823589	"PROFESSIONAL"	"Researchers"	1987-12-11	2016-04-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Research Results Inc"	"President"	"BUS"	"Fitchburg"	"MA"	"01420-3111"	"United States"	"WORK"	NA	"HOME"	"Fitchburg"	"MA"	"1420"	"United States"	"No"	"Marketing Communications"	NA	"Bachelors"	"20PLUS"	"CEO/President"	"Marketing Research"	"51M to 100M"	"10 to 49"	"B to C"	NA	"35 to 44"	"0 to 1"	"Y"	"Marketing Research"	"Online/Interactive Marketing"	"Database/CRM"	"2/3/2010"	2015-12-31	NA	"No"	NA	0
835986	"PROFESSIONAL"	"Academics"	2000-01-01	2016-04-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Massachusetts Institute of Technology"	"Professor of Management"	"BUS"	"Cambridge"	"MA"	"2139"	"United States"	"WORK"	NA	"BUS"	"Cambridge"	"MA"	"2142"	"United States"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Strategy/Planning"	"Marketing Research"	"Online/Interactive Marketing"	"11/3/2004"	2015-12-31	NA	"No"	NA	1
872765	"PROFESSIONAL"	"Marketers"	1989-12-15	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Brigham & Women Hospital"	"Director"	"BUS"	"Chestnut Hill"	"MA"	"2467"	"United States"	"HOME"	NA	"HOME"	"Reading"	"MA"	"1867"	"United States"	"No"	"Direct Marketing"	NA	NA	"5 to 9"	NA	"Health Care Services"	NA	NA	"B to C"	NA	NA	NA	NA	"Strategy/Planning"	"Advertising"	"Professional Development"	"5/5/2011"	2015-12-31	NA	"No"	NA	0
878944	"PROFESSIONAL"	"Academics"	1999-01-01	2016-04-30	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	NA	"Dartmouth College"	"Professor"	"BUS"	"Hanover"	"NH"	"3755"	"United States"	"WORK"	NA	"VOUCHER"	"Hanover"	"NH"	"3755"	"United States"	"No"	NA	NA	"Doctorate"	"20PLUS"	"Academic/Professor"	"Education"	NA	"5000 to 9999"	"B to C"	NA	"45 to 54"	"0 to 1"	"N"	NA	NA	NA	"4/28/2015"	2015-12-31	"NATIONAL"	"No"	NA	1
3007728	"PROFESSIONAL"	"Marketers"	2006-03-31	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Events/Exhibits"	NA	"Masters"	"5 to 9"	"Assitant/Coordinator"	"Professional Services"	"0 to 50 Million"	"1 to 9"	"B to B"	"LESS2"	"22 to 34"	"0 to 1"	NA	"Event Management Marketing"	"Strategy/Planning"	"Analytics/Metrics"	"4/25/2014"	2015-12-31	NA	"No"	NA	0
3066484	"PROFESSIONAL"	"Academics"	2008-04-28	2016-04-30	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	NA	NA	"Associate Professor"	"HOME"	"New London"	"NH"	"3257"	"United States"	"WORK"	NA	"BUS"	"New London"	"NH"	"3257"	"United States"	"No"	"Education"	NA	"Doctorate"	"10 to 19"	"Academic/Professor"	"Education"	"0 to 50 Million"	"50 to 249"	"B to C"	NA	"55 to 64"	"0 to 1"	"N"	"Academia"	"Marketing Communications"	"Marketing Research"	"4/30/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3125316	"PROFESSIONAL"	"Researchers"	2008-08-14	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"Ipswitch  Inc."	"Market Research Manager"	"HOME"	"Medford"	"MA"	"2155"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	"Market Research  to  Client Side"	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	"Technology(hardware/software/internet)"	"0 to 50 Million"	"50 to 249"	"B to B"	NA	"22 to 34"	"0 to 1"	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Career Development"	"4/14/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3231447	"PROFESSIONAL"	"Marketers"	2011-06-24	2016-04-30	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	NA	"Worcester Polytechnic Institute"	"Chief Marketing Officer"	"BUS"	"Worcester"	"MA"	"1609"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Higher Education Marketing"	NA	"Bachelors"	"20PLUS"	"CMO"	"Education"	NA	"250 to 999"	"B to C"	NA	"35 to 44"	"2 to 3"	"Y"	"Brand/Product Management"	"Higher Education Marketing"	"Academia"	"11/9/2012"	2015-12-31	NA	"No"	NA	1
3235108	"PROFESSIONAL"	"Marketers"	2013-02-12	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	NA	NA	"HOME"	"Northborough"	"MA"	"1532"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Marketing Communications"	NA	"Bachelors"	"20PLUS"	"Director/Sr. Director"	"Technology(hardware/software/internet)"	"1 Billion plus"	"50 to 249"	"B to B"	NA	"45 to 54"	"0 to 1"	"N"	"Analytics/Metrics"	"Email Marketing"	"Online/Interactive Marketing"	"2/20/2014"	2015-12-31	NA	"No"	NA	0
3277499	"PROFESSIONAL"	"Marketers"	2013-04-04	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"MAPFRE Insurance"	"AVP Corporate Marketing Communications"	"BUS"	"Webster"	"MA"	"1570"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	"Masters"	"10 to 19"	"Other"	"Insurance"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Advertising"	"Brand/Product Management"	"Marketing Communications"	"3/30/2015"	2015-12-31	"NATIONAL"	"No"	NA	1
3277501	"PROFESSIONAL"	"Marketers"	2013-04-04	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"MAPFRE Insurance"	"Senior Corporate Marketing Communs Specialist"	"BUS"	"Webster"	"MA"	"1570"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Brand/Product Management"	"Customer Engagement"	"Direct Marketing"	"4/2/2013"	2015-12-31	NA	"No"	NA	1
3277503	"PROFESSIONAL"	"Marketers"	2013-04-04	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"MAPFRE Insurance"	"Senior Creative Consultant"	"BUS"	"Webster"	"MA"	"1570"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	"Advertising"	"Analytics/Metrics"	"Marketing Communications"	"4/3/2013"	2015-12-31	NA	"No"	NA	1
3278577	"PROFESSIONAL"	"Academics"	2013-04-17	2016-04-30	"CURRENT"	"CONFIRMED"	"MRS"	NA	NA	NA	NA	"Year Up"	"Business Communications Instructor"	"SCHL"	"Providence"	"RI"	"2903"	"United States"	"SCHL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Academic/Professor"	"Nonprofit"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Academia"	"Higher Education Marketing"	"Nonprofit Marketing"	"4/17/2013"	2015-12-31	NA	"No"	NA	0
3280266	"PROFESSIONAL"	"Marketers"	2013-05-13	2016-04-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Circle Surrogacy"	"Communications Manager"	"HOME"	"Boston"	"MA"	"2215"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	"5/24/2010"	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	"Professional Services"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"4/7/2015"	2015-12-31	"CHAPTER"	"No"	"SPRING30"	0
3285724	"PROFESSIONAL"	"Marketers"	2013-09-06	2016-04-30	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	NA	"Holy Cross Family Ministries"	"Sr Marketing Communications Manager"	"BUS"	"N Easton"	"MA"	"2356"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"Manager/Sr. Manager"	"Nonprofit"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Online/Interactive Marketing"	"Marketing Communications"	"Social Media"	"4/21/2015"	2015-12-31	"NATIONAL"	"No"	NA	1
3294029	"DOCTORAL"	"Doctoral"	2013-12-01	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Pace University"	"Doctoral Candidate"	"HOME"	"Brewster"	"MA"	"2631"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/1/2016"	"Masters"	"20PLUS"	"Academic/Professor"	NA	NA	NA	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"4/27/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3297847	"PROFESSIONAL"	"Marketers"	2014-01-31	2016-04-30	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Hologic"	"Group VP Marketing"	"HOME"	"Southborough"	"MA"	"1772"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Vice President/EVP"	"Health Care Services"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Global Marketing"	"Product Management/Development"	"1/31/2014"	2015-12-31	NA	"No"	NA	0
3303629	"PROFESSIONAL"	"Academics"	2014-04-15	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Curaspan"	"Director of Marketing"	"BUS"	"Newton"	"MA"	"2466"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Director/Sr. Director"	"Health Care Services"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Online/Interactive Marketing"	"Marketing Communications"	"Product Management/Development"	"4/15/2014"	2015-12-31	"CHAPTER"	"No"	NA	0
3325270	"PROFESSIONAL"	"Marketers"	2014-05-01	2016-04-30	"CURRENT"	"CONFIRMED"	"MS"	NA	NA	NA	NA	"MAPFRE Insurance"	"Senior Specialist  Corporate Marketing and Communications"	"BUS"	"Webster"	"MA"	"1570"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"Yes"	NA	NA	"Masters"	"5 to 9"	NA	"Insurance"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	NA	"Online/Interactive Marketing"	"Marketing Communications"	"Product Management/Development"	"1/27/2015"	2015-12-31	"NATIONAL"	"No"	NA	1
3325505	"STUDENT"	"Student"	2015-04-09	2016-04-30	"CURRENT"	"CONFIRMED"	NA	NA	NA	NA	NA	"Hult International Business School"	"Student"	"SCHL"	"Cambridge"	"MA"	"2141"	"United States"	NA	NA	"SCHL"	"Cambridge"	"MA"	"2141"	"United States"	"No"	NA	"8/31/2015"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Advertising"	"Consumer Products/Packaged Goods"	"Online/Interactive Marketing"	"4/9/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3331539	"PROFESSIONAL"	"Marketers"	2015-04-02	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Navient"	"Vice President Corporate Marketing"	"BUS"	"Newton"	"MA"	"2459"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"20PLUS"	"Vice President/EVP"	"Financial Services"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Direct Marketing"	"4/2/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3331684	"PROFESSIONAL"	"Marketers"	2015-04-06	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Vitasoy USA"	"Senior Marketing Associate Manager"	"BUS"	"Ayer"	"MA"	"1432"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Manager/Sr. Manager"	"Consumer Products/Packaged Goods"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Marketing Communications"	"4/6/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3331694	"PROFESSIONAL"	"Marketers"	2015-04-06	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Vitasoy USA  Inc."	"Brand Marketing Associate"	"HOME"	"Ayer"	"MA"	"1432"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Other"	"Manufacturing"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"4/6/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3331801	"PROFESSIONAL"	"Marketers"	2015-04-07	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Keystone Symposia"	"Director of Digital Media"	"BUS"	"Silverthorne"	"CO"	"80498"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"5 to 9"	"Director/Sr. Director"	"Nonprofit"	NA	"10 to 49"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Online/Interactive Marketing"	"Mobile Marketing"	"4/7/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3331985	"PROFESSIONAL"	"Marketers"	2015-04-09	2016-04-30	"CURRENT"	"UNCONFIRMED"	"DR"	NA	NA	NA	NA	"Javelin Marketing Group"	"SVP"	"BUS"	"Irving"	"TX"	"75063"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Doctorate"	"10 to 19"	"Vice President/EVP"	"Marketing Research"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"6/5/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3331986	"PROFESSIONAL"	"Marketers"	2015-04-09	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Berkshire Family and Individual Resources  Inc."	"Director of Marketing"	"BUS"	"North Adams"	"MA"	"1247"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Director/Sr. Director"	"Nonprofit"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Career Development"	"Marketing Communications"	"Social Media"	"4/9/2015"	2015-12-31	"NATIONAL"	"No"	NA	1
3332250	"PROFESSIONAL"	"Marketers"	2015-04-13	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	NA	"Marketing Advisory Network"	"Founder"	"BUS"	"Woburn"	"MA"	"1801"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	"10 to 19"	"CMO"	"Marketing Research"	NA	"1 to 9"	"B to B"	NA	NA	NA	"N"	"Analytics/Metrics"	"Customer Engagement"	"Online/Interactive Marketing"	"4/13/2015"	2015-12-31	"CHAPTER"	"No"	"BECOME"	0
3332462	"PROFESSIONAL"	"Academics"	2015-04-20	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Simmons College"	"MBA Candidate"	"HOME"	"Northampton"	"MA"	"1060"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Student"	"Education"	NA	"250 to 999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"4/15/2015"	2015-12-31	"CHAPTER"	"No"	"SPRING30"	0
3332506	"PROFESSIONAL"	"Marketers"	2015-04-15	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Vitasoy USA"	"Director"	"HOME"	"Amherst"	"NH"	"3031"	"United States"	"HOME"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Director/Sr. Director"	"Consumer Products/Packaged Goods"	NA	"5000 to 9999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Career Development"	"Consumer Products/Packaged Goods"	"4/15/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3332509	"PROFESSIONAL"	"Marketers"	2015-04-15	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Vitasoy USA"	"Marketing Assistant"	"BUS"	"Ayer"	"MA"	"1432"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"High School"	"Less Than 5"	"Assitant/Coordinator"	"Food and Beverage"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Consumer Products/Packaged Goods"	"Online/Interactive Marketing"	"4/15/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3332566	"PROFESSIONAL"	"Marketers"	2015-04-16	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Pacific Metrics"	"Vice President  Marketing & Commercial Sales"	"HOME"	"Boston"	"MA"	"2127"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Vice President/EVP"	"Technology(hardware/software/internet)"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Online/Interactive Marketing"	"Social Media"	"4/16/2015"	2015-12-31	"NATIONAL"	"No"	"BECOME"	0
3332766	"PROFESSIONAL"	"Marketers"	2015-04-18	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Cape Air"	"VP of Marketing"	"BUS"	"Hyannis"	"MA"	"2601"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Vice President/EVP"	"Travel & Tourism"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Brand/Product Management"	"Customer Engagement"	"Database/CRM"	"4/18/2015"	2015-12-31	"CHAPTER"	"No"	NA	1
3332850	"PROFESSIONAL"	"Marketers"	2015-04-20	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	"Kafalas.com"	"Principal"	"HOME"	"Providence"	"RI"	"2906"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"5 to 9"	"Consultant"	"Technology(hardware/software/internet)"	NA	"1 to 9"	"B to C"	NA	NA	NA	"N"	"Analytics/Metrics"	"Brand/Product Management"	"Online/Interactive Marketing"	"4/20/2015"	2015-12-31	"CHAPTER"	"No"	NA	1
3333002	"STUDENT"	"Student"	2015-04-21	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Hult"	"International Business School"	"SCHL"	"Cambridge"	"MA"	"2141"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	"8/20/2015"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	"Consumer Products/Packaged Goods"	"Customer Engagement"	"Marketing Research"	"4/21/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3333112	"STUDENT"	"Student"	2015-04-22	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MR"	NA	NA	NA	NA	NA	NA	"HOME"	"Westborough"	"MA"	"1581"	"United States"	NA	NA	NA	NA	NA	NA	NA	"No"	NA	"5/16/2015"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"5/12/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3333139	"STUDENT"	"Student"	2015-04-20	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	NA	NA	"HOME"	"Southbridge"	"MA"	"1550"	"United States"	"HOME"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/1/2015"	NA	NA	NA	NA	NA	NA	"B to C"	NA	NA	NA	NA	NA	NA	NA	"4/22/2015"	2015-12-31	NA	"No"	NA	0
3333245	"PROFESSIONAL"	"Marketers"	2015-04-23	2016-04-30	"CURRENT"	"UNCONFIRMED"	NA	NA	NA	NA	NA	"Callico"	"Marketing Manager"	"BUS"	"Taunton"	"MA"	"2780"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"10 to 19"	"Manager/Sr. Manager"	"Other"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	"Brand/Product Management"	"Career Development"	"Marketing Communications"	"4/23/2015"	2015-12-31	"CHAPTER"	"No"	"SPRING30"	0
3333447	"PROFESSIONAL"	"Marketers"	2015-04-25	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"IBM"	"Account Executive"	"BUS"	"Cambridge"	"MA"	"2141"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"10 to 19"	"Manager/Sr. Manager"	"Technology(hardware/software/internet)"	NA	"25000PLUS"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"4/25/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3333527	"PROFESSIONAL"	"Marketers"	2015-04-27	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Amy Carey"	"VP Marketing"	"HOME"	"Lowell"	"MA"	"1854"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"20PLUS"	"Vice President/EVP"	"Other"	NA	"1000 to 4999"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"4/27/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3333632	"PROFESSIONAL"	"Marketers"	2015-04-28	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Deep Core Data  LLC"	"Marketing Specialist"	"HOME"	"Newton"	"MA"	"2460"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Other"	"Technology(hardware/software/internet)"	NA	"1 to 9"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"4/28/2015"	2015-12-31	"CHAPTER"	"No"	NA	0
3333692	"PROFESSIONAL"	"Marketers"	2015-04-28	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"EMC Outdoor"	"EVP OOH Media Strategy & Strategic Partnership"	"HOME"	"Newburyport"	"MA"	"1950"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"20PLUS"	"Vice President/EVP"	"Advertising"	NA	"50 to 249"	"B to C"	NA	NA	NA	"N"	NA	NA	NA	"4/28/2015"	2015-12-31	"CHAPTER"	"No"	NA	1
3333875	"PROFESSIONAL"	"Marketers"	2015-04-30	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MRS"	NA	NA	NA	NA	"Davies Murphy Group"	"Public Relations Associate"	"HOME"	"Burlington"	"MA"	"1803"	"United States"	"CELL"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Masters"	"Less Than 5"	"Director/Sr. Director"	"Other"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"4/30/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
3333946	"PROFESSIONAL"	"Marketers"	2015-05-01	2016-04-30	"CURRENT"	"UNCONFIRMED"	"MS"	NA	NA	NA	NA	"Federal Home Loan Bank of Boston"	"Managing Editor/ Communications Manager"	"BUS"	"Boston"	"MA"	"2199"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	"Bachelors"	"Less Than 5"	"Manager/Sr. Manager"	"Financial Services"	NA	"50 to 249"	"B to B"	NA	NA	NA	"N"	NA	NA	NA	"5/1/2015"	2015-12-31	"NATIONAL"	"No"	NA	0
931124	"PROFESSIONAL"	"Academics"	1991-10-18	2016-05-31	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	NA	"Professor"	"HOME"	"Natick"	"MA"	"1760"	"United States"	"WORK"	NA	"BUS"	"Chestnut Hill"	"MA"	"2467"	"United States"	"No"	NA	"12/1/1995"	"Doctorate"	"20PLUS"	NA	NA	NA	NA	"B to C"	NA	"45 to 54"	"0 to 1"	"Y"	"Professional Services"	"Strategy/Planning"	"Merchandising/Retailing"	"6/17/2010"	2016-01-31	NA	"No"	NA	1
2908709	"PROFESSIONAL"	"Academics"	2003-12-01	2016-05-31	"CURRENT"	"CONFIRMED"	"DR"	NA	NA	NA	NA	"Dartmouth College Tuck School of Business"	"Tuck School of Business"	"SCHL"	"Hanover"	"NH"	"3755"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	NA	"5/31/2007"	"Doctorate"	"5 to 9"	"Academic/Professor"	"Marketing Research"	NA	"1000 to 4999"	"B to C"	NA	NA	NA	"N"	"Academia"	"Customer Engagement"	"Marketing Communications"	"5/28/2014"	2016-01-31	"NATIONAL"	"No"	NA	0
3039882	"PROFESSIONAL"	"Marketers"	2007-05-15	2016-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	NA	"Owner"	"HOME"	"Watertown"	"MA"	"2472"	"United States"	"HOME"	NA	NA	NA	NA	NA	NA	"No"	"Marketing Communications"	NA	"Bachelors"	"20PLUS"	"Consultant"	"Advertising"	"0 to 50 Million"	"1 to 9"	"B to B"	"20PLUS"	"45 to 54"	"0 to 1"	NA	"Brand/Product Management"	"Marketing Communications"	"Advertising"	"3/11/2014"	2016-01-31	NA	"No"	NA	0
3040738	"PROFESSIONAL"	"Researchers"	2007-05-29	2016-05-31	"CURRENT"	"CONFIRMED"	"MR"	NA	NA	NA	NA	"Informed Business Decisions Inc"	NA	"BUS"	"Foxboro"	"MA"	"2035"	"United States"	"WORK"	NA	NA	NA	NA	NA	NA	"No"	"Strategy/Planning"	NA	"Masters"	"20PLUS"	"Consultant"	"Marketing Research"	"0 to 50 Million"	"1 to 9"	"B to C"	NA	"Decline"	"2 to 3"	"Y"	"Marketing Research"	"Strategy/Planning"	"Global Marketing"	"8/14/2015"	2016-01-31	NA	"No"	NA	1
